#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
D_3__Flavobacteriales_D_4__NS9_marine_group$9f6160962d0fc548fcaf04a6e2e1548a	0	34	49	0	87	57	48	0	840	56	3392	66	78	0	0	87
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$9c4f1bddeef9f25d444242dcb63e6b25	111	28	37	0	4113	85	147	0	34	0	0	24	0	171	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1e4a9866a81c3f403c2d510bd14ba5d5	0	0	0	0	8	0	1496	4	1871	0	903	0	444	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$daf35a770bc13b8d8670f5db3f63f3cc	170	113	102	176	369	69	733	42	1006	56	910	0	781	0	25	141
4c68fd00fe098fb56ba48730225458ab$Unassigned	314	449	54	164	38	1116	67	279	59	102	13	399	533	344	0	236
D_3__Rhodobacterales_D_4__Rhodobacteraceae$6214a9c31713d97763917b01b62d3c2e	122	324	39	82	111	144	90	11	403	0	314	13	2484	12	11	132
D_3__Oceanospirillales_D_4__Saccharospirillaceae$f55bae9537e2c50b8ad2b9a5eb347e2b	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$f2900a36591a636f8208f59ea894b81b	65	71	288	53	3714	0	69	0	28	0	8	0	6	0	32	45
D_3__Cellvibrionales_D_4__Halieaceae$05e9a9d9d7d60f7fb08ec1b671fd51e9	337	310	295	333	560	403	176	131	111	296	72	287	28	355	211	606
D_3__Cellvibrionales_D_4__Porticoccaceae$e0a72fcbacef89e802959cfc22b91074	0	0	769	11	40	8	22	0	9	0	15	0	12	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$499e514e41b8058427559be6673d75d9	31	0	0	44	3262	144	165	45	71	57	0	560	0	137	0	0
D_3__SAR11_clade_D_4__Clade_I$280ea4f589b04e5929d6c66d0e0e0783	90	141	155	332	34	297	0	389	0	137	0	196	0	455	0	595
D_3__Puniceispirillales_D_4__SAR116_clade$443f2724822d15767a4cc4f814bfb55e	569	376	274	410	903	386	123	196	116	236	0	92	123	256	19	317
D_3__Oceanospirillales_D_4__Nitrincolaceae$e136cb63ca70b1a49fc0c13d959beee6	0	0	361	0	356	5	1466	31	294	0	28	0	51	0	5	0
D_3__Opitutales_D_4__Puniceicoccaceae$0377bd854b482edcd93733587cf06f3e	72	16	0	4	387	0	1050	81	1552	117	620	25	326	121	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$582d8819844702401de8e8fbf6ae5c41	396	294	558	128	0	79	0	59	0	29	0	639	0	1867	202	88
D_3__Sphingomonadales_D_4__Sphingomonadaceae$644e31b98b70267606bc60888ed1a663	0	0	265	151	8	103	5	137	15	48	10	42	0	0	16	24
D_3__Nitrosococcales_D_4__Methylophagaceae$6d81fa4b6f3ad070339977833651ab23	13	12	719	9	335	9	270	0	363	0	2117	0	302	0	120	0
D_3__Cellvibrionales_D_4__Porticoccaceae$25c2006b63d1dc07b5b1a99a511fe698	116	61	251	95	498	230	270	121	409	342	432	366	357	315	263	82
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a94dc965388092c7cea2bdf6f0a49ec9	0	0	77	33	26	433	127	46	160	10	140	47	6	49	51	0
D_3__Balneolales_D_4__Balneolaceae$f5c2b41fd2dbfe46432f3132d42976a8	909	344	0	580	0	552	0	439	0	472	0	222	0	301	22	294
D_3__Puniceispirillales_D_4__SAR116_clade$a160e82b275fa5d85efb76525c1343cf	232	180	111	162	196	158	72	158	187	163	640	69	1457	131	27	171
D_3__Flavobacteriales_D_4__NS9_marine_group$28f3a441db812e242849d3e615716a78	9	10	172	17	0	16	42	71	13	25	5	32	0	57	10	77
D_3__Parvibaculales_D_4__PS1_clade$45a92ef00fc39f16656069dc90534fab	0	0	2773	0	0	96	0	14	0	0	0	44	0	72	1104	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$f6c42c28e35251c2d964822b6513b591	46	65	28	247	19	600	1194	250	736	23	274	394	47	110	0	26
D_3__Flavobacteriales_D_4__Flavobacteriaceae$8c5c645f45d6adc6e6855edcca0f19c4	170	225	125	605	155	138	27	252	0	130	0	492	0	426	47	532
D_3__SAR86_clade$3e7648d5867a34bdb6da919f913872fa	319	135	0	700	0	357	0	337	0	337	0	507	0	869	67	367
D_3__Flavobacteriales_D_4__Flavobacteriaceae$4e3b57449be7e85298be62ff4a1894a7	41	47	198	56	86	255	7	88	0	320	6	806	0	430	1537	56
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1ab964cc3f147eb14d26c0ed58e238b9	32	38	204	114	9	154	180	216	67	10	25	450	277	250	0	25
D_3__Flavobacteriales_D_4__Flavobacteriaceae$32b8a31be3f1aeb80b002054b4c88806	194	187	167	658	309	137	128	66	98	101	61	86	38	227	74	285
a891566a5dcbc084c9a9ca274a07946e$Unassigned	0	0	88	0	2	0	19	6	12	0	6	0	0	0	0	7
D_3__Sphingomonadales_D_4__Sphingomonadaceae$03f6ee3b2fd107b28848749b78775ae7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
$44af8f9799e24e68482a66ca6962e9e4	297	214	72	590	0	79	9	58	0	45	0	109	0	180	70	801
D_3__OM182_clade$4280e5ba8f9a4f1880e5493432a1590d	35	31	249	171	0	72	0	284	0	93	0	193	0	260	0	296
D_3__Anaerolineales_D_4__Anaerolineaceae$3653bf4a447a54198ac86947187a8419	0	0	21	0	0	0	65	14	37	13	10	0	35	0	0	0
D_3__Cellvibrionales_D_4__Porticoccaceae$99eb1afb26680e2a0c99615b17ab564c	0	0	0	0	170	5	1503	16	1273	0	181	0	639	0	0	0
D_3__Planctomycetales_D_4__Rubinisphaeraceae$5030bd080490d6d601bcf7279402dcb2	0	9	61	20	0	12	0	133	0	123	0	55	0	224	0	423
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e719bb5928afa36cb77307ef4631c759	0	0	95	39	0	78	0	77	0	0	0	68	0	0	0	0
D_3__Pseudomonadales_D_4__Pseudomonadaceae$2a6cac468e0b4308baca8d57dea3e402	0	0	0	0	0	0	13	0	0	0	5	0	0	0	35	0
D_3__Oceanospirillales_D_4__Oleiphilaceae$cc600cdbd8336cad20d9df7111e0a26a	0	0	26	5	0	16	0	29	0	0	0	22	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$ba4ff6c17316205ee137a2af348d9a9c	476	287	0	375	0	289	0	600	0	220	0	310	0	358	0	461
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$5a8c42d09b5bfe581dcba03cb3f183fd	526	440	60	465	41	353	0	537	0	550	0	112	0	134	104	238
D_3__Oceanospirillales_D_4__Nitrincolaceae$dab4bf3183d7723cddc99ce6a9113271	0	0	219	45	4	23	100	10	40	0	0	42	0	13	0	6
4fdeb5131b2807beee20b168640ad000$Unassigned	1040	1256	81	84	7	55	6	47	2	29	0	10	7	13	135	130
D_3__Flavobacteriales_D_4__Crocinitomicaceae$8b8372389975e3ee41a25138d53db956	334	363	15	859	0	475	0	128	0	536	0	28	0	77	57	347
D_3__Cellvibrionales_D_4__Halieaceae$22f096c9f66c7cec15775354aa4a97ce	10	40	225	45	529	59	625	335	115	101	34	151	212	252	94	122
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8bf537508bfe056a99cc1d8903a479e5	0	0	0	0	0	0	0	0	40	0	63	0	464	0	71	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$f9d378c4390cfb614482182bbdae11ea	0	0	0	0	0	6	3	3285	9	0	2	0	0	0	0	6
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$3d1222a800954082bf62e316211de67a	133	157	1083	112	117	189	0	82	0	82	0	67	0	114	1246	44
D_3__Caulobacterales_D_4__Caulobacteraceae$814db0e0e076f5b2aa0390599843b0e8	0	0	237	747	310	855	345	593	66	41	11	25	28	38	0	0
D_3__Pseudomonadales_D_4__Moraxellaceae$e5f45158c9ef96a9eb278f32307cb69b	0	0	82	0	0	0	0	0	0	0	0	0	0	0	7	163
D_3__PeM15$45ec55f1d548f2ff9faa10f5cb9830a8	207	143	313	246	371	143	435	134	48	86	37	117	210	169	166	71
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$6d7a42774a36e338da98a0937480cd55	250	118	96	199	258	226	50	436	15	175	0	245	0	278	0	496
D_3__SAR11_clade_D_4__Clade_I$b089019331338acaaa96f5907b7e2996	378	211	164	293	232	251	180	176	99	89	24	107	80	200	58	489
D_3__Rhizobiales_D_4__Rhizobiaceae$57e98ab12256fcdb77615781c5f50d4e	0	0	25	0	31	1518	118	1147	59	34	36	239	93	39	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$bc059ccc5b66ed216fd896383ea0a1db	22	31	25	43	0	0	0	80	0	95	0	138	0	373	0	421
D_3__Alteromonadales_D_4__Colwelliaceae$ccd078bd4639483431e02397eddea90b	0	0	79	28	0	16	46	44	44	0	0	34	0	60	18	30
D_3__uncultured_bacterium_D_4__uncultured_bacterium$e0425cc4190f25205765f327ce9fd042	0	15	0	21	0	0	0	139	0	107	0	89	0	349	0	571
D_3__Caulobacterales_D_4__Caulobacteraceae$ed88c6254e5d3f102bfb3e417e557578	0	0	38	0	0	0	1884	0	442	119	117	219	54	398	0	0
D_3__SAR86_clade$b255efd2282dfa6bd22ec7dcbd713e18	377	183	0	474	0	300	0	199	0	260	0	347	0	514	59	395
D_3__Flavobacteriales_D_4__Cryomorphaceae$353cdac17f2faeda9fcfa6656662e9e0	0	11	7	28	0	0	0	99	0	33	0	67	0	1397	15	254
D_3__Flavobacteriales_D_4__Cryomorphaceae$9df0689bbef29c91aed77804ff19d4fd	33	15	38	60	6	72	9	66	6	0	0	29	0	52	13	23
D_3__Puniceispirillales_D_4__SAR116_clade$aa05be0f725150bca8d2b05ea0df8d39	368	213	249	203	514	164	155	98	164	117	120	73	250	61	0	275
D_3__Sphingomonadales_D_4__Sphingomonadaceae$9af2abe9b5a7a08e7860b1dd82441620	11	5	31	0	29	915	0	1375	0	0	0	0	30	0	15	115
D_3__Flavobacteriales_D_4__NS9_marine_group$9471924b01a672122b8f9e41e48b95be	0	0	369	0	2513	0	93	30	24	0	6	25	0	17	16	22
D_3__Cellvibrionales_D_4__Halieaceae$fd07c02ea1941ca03eed9aa9cda65e9f	103	69	158	235	78	242	0	432	0	228	28	385	0	381	326	131
D_3__Flavobacteriales_D_4__Cryomorphaceae$22e4986ff1b1b3e386f6d7377568b53a	138	93	615	226	11	65	0	154	0	47	0	703	3	845	107	62
D_3__Flavobacteriales_D_4__Crocinitomicaceae$0ca3a0278fb768920ec110a4a4f608ac	0	0	0	0	445	0	1029	1286	0	29	48	130	92	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$7c85bd8dbdd720ad4f0c7b3310a3f9d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Desulfobacterales_D_4__Desulfobacteraceae$733efda0dfa1e4aee08a104471720d97	6	0	17	0	0	0	128	0	142	22	34	14	126	0	0	13
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a177d700b50e2817eebb7bd5c6ab8c87	65	240	0	32	0	13	46	0	15	0	827	0	1627	0	48	52
D_3__Cellvibrionales_D_4__Halieaceae$bd2764ac88abee9e13e2a78d932cd7fa	20	19	131	21	0	10	25	43	0	30	5	24	0	82	7	102
D_3__Alteromonadales_D_4__Colwelliaceae$794c3a38a899cc107b1f64170567f666	0	0	77	0	0	19	71	36	39	0	9	38	0	35	0	0
D_3__UBA10353_marine_group_D_4__uncultured_gamma_proteobacterium$593d9a4ba41ea703b96e12479e19172c	34	44	55	46	0	0	0	105	0	53	0	43	0	115	0	388
D_3__Chitinophagales_D_4__Saprospiraceae$8b7c6e896c52a379a4bda7d0a9ec6f33	203	334	120	81	4	266	4	113	0	14	0	87	0	145	6	316
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b525c4b0a4b877dcb78b71da68bdb106	0	0	380	0	0	530	0	74	0	50	0	184	0	98	1617	0
D_3__Flavobacteriales_D_4__NS9_marine_group$8eea45d3959e7ea49d0edec2e8a371a6	121	109	195	498	0	178	0	86	0	187	0	422	0	894	106	118
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$ee784379a944fb5bb5f4a50dcbde165a	157	305	76	37	1503	30	322	20	143	15	52	0	125	0	16	91
D_3__Sphingomonadales_D_4__Sphingomonadaceae$b8e2ceea572597e1ffbdd5f53a2db7d1	0	0	0	0	17	286	147	784	73	359	45	736	129	319	0	0
D_3__Cellvibrionales_D_4__Halieaceae$fd19bafa8802d94449c85a9b139ac5c8	159	180	169	157	351	208	158	315	123	227	79	252	65	202	140	79
D_3__Sphingomonadales_D_4__Sphingomonadaceae$c724206f5ee9de71575351215254e822	0	0	589	348	537	322	485	169	130	45	81	133	0	0	0	0
D_3__Microtrichales_D_4__Ilumatobacteraceae$7e6d05039e9d3ab8fdeb8437abe74ec1	451	416	27	839	0	385	0	84	0	254	0	76	0	73	31	189
D_3__Flavobacteriales_D_4__Cryomorphaceae$b0968043b642328ae8aa08c3a4749606	0	0	31	113	14	70	26	79	186	44	249	104	0	36	1823	32
D_3__Flavobacteriales_D_4__Cryomorphaceae$91482efce85a075a7487aae1c7118f7b	59	59	51	97	0	99	0	143	0	42	0	184	0	405	40	480
D_3__Thiomicrospirales_D_4__Thioglobaceae$c743b34bc19b6d9f7aa339135a90f2b7	10	17	30	48	4	7	0	62	0	27	0	55	0	152	9	343
D_3__Cellvibrionales_D_4__Halieaceae$ebad7559f36a9a3632b24e7ffee96a54	19	43	265	80	32	37	71	51	23	26	0	62	0	144	45	155
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$2349834768dc20f29ce2ac56ae8bf917	0	0	636	0	149	0	0	38	0	0	0	67	0	191	1682	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ba6125d83b109e9d5509b91027752b57	11	0	896	14	50	546	0	97	5	79	11	180	0	141	671	19
D_3__Verrucomicrobiales_D_4__DEV007$f89be733563a4fab14795eda195df5d0	375	252	84	565	202	119	59	46	5	612	0	104	21	86	11	122
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e3c185d2c7d711f1ee939f24a55ef458	360	190	60	417	52	310	0	328	0	247	0	224	0	182	0	213
D_3__Parvibaculales_D_4__PS1_clade$35e966394ea4657080907d2a82dbbf9b	243	154	0	401	0	594	0	28	0	96	0	157	0	743	0	120
D_3__Chitinophagales_D_4__Chitinophagaceae$562002978aa38e29640f643bfece5971	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$2c2bdb94909d75e5cc74516de3640b13	273	300	210	253	227	179	93	144	34	303	28	113	44	184	34	199
D_3__SAR11_clade_D_4__Clade_II$2d522f577d0ac7ef324c63a0c13601d1	254	127	121	204	214	270	94	273	98	92	49	156	126	136	120	195
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$bdb2e93e31f0ad17587f783f4fdd7b28	550	350	43	423	192	167	105	156	51	176	25	47	0	83	99	199
D_3__Flavobacteriales_D_4__Flavobacteriaceae$a1cb39f218f80bec897c76e75f4fd978	255	154	33	255	51	230	0	389	0	402	0	418	0	290	80	126
4479062b02e37bb737123197ace16014$Unassigned	38	28	0	6	0	0	132	0	1358	0	166	0	909	0	0	33
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$eabb8912a272545b7c97e65b682bb15a	118	127	57	188	68	43	110	76	168	25	41	27	0	119	20	257
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$9e226c2e0b6cc98aefb15a444b658f9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7e80cbd7b14ce0e73236f326e7611c0c	740	453	28	163	0	69	0	28	0	54	0	165	0	332	510	66
D_3__Flavobacteriales_D_4__Flavobacteriaceae$c52de56dff805ab1430afa3e02bbcf76	617	301	104	198	0	144	0	205	0	108	0	105	0	53	178	326
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ded4ab2d4436727c25a53551494df0f4	0	0	47	0	14	0	62	0	29	0	14	0	20	0	97	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$759684bdfc07068c417d96936a4c9d8f	0	0	5	24	27	0	17	0	195	7	0	0	0	0	15	25
D_3__Flavobacteriales_D_4__Flavobacteriaceae$6a269d06aab38a2fca5fedd89d60841e	285	176	137	132	8	96	0	66	122	82	101	186	163	345	372	251
D_3__Flavobacteriales_D_4__NS9_marine_group$5debfb1d5335959f2c811df7e2536e89	221	154	68	439	0	168	0	61	0	245	0	242	0	739	79	123
D_3__SAR324_clade(Marine_group_B)$2dfef678517ef9862d5c6daf482ae05c	2	36	0	51	0	0	0	81	0	24	12	299	0	197	0	487
D_3__Rhodobacterales_D_4__Rhodobacteraceae$b65cfcb052517bff79e201914dc1d7b3	0	0	42	0	35	0	0	0	81	0	654	0	1370	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$0b14ebbe72113447234286dc01a1df26	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0
D_3__SAR86_clade$dd25d474a43908703d8e03bee56bed26	185	162	0	296	0	205	0	434	0	226	0	375	0	359	0	215
D_3__Flavobacteriales_D_4__Cryomorphaceae$4e21c8fb033dafbbece8063bc81afb36	19	29	103	0	11	13	42	113	27	23	3	20	0	71	0	87
D_3__Flavobacteriales_D_4__Flavobacteriaceae$4aea14864d9c961b5759921aa8cab3c2	229	195	0	283	0	412	0	118	0	148	0	298	0	456	109	264
D_3__Rhodobacterales_D_4__Rhodobacteraceae$187acdd4b62e764c0048eb669c9dbf94	383	373	45	192	88	251	109	75	186	191	42	120	97	120	114	114
D_3__Desulfobacterales_D_4__Desulfobacteraceae$63395a32511271244e7d3f0020f67ac4	0	0	15	0	0	0	32	0	88	0	0	0	8	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$b12edcb675105b1cc64cc05b27be9ec5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$06723fee58785c6ff4b62f5c5cf0abdd	402	219	58	324	120	381	32	180	11	167	0	78	13	157	0	275
8fe837f69bfd0cc9ff28391558c4d3a7$Unassigned	24	41	501	16	752	0	479	12	239	8	221	6	48	0	117	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$57abb3be0476b5842704c808da5fe769	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$f3d64f0bdb112501773f302fd53ec640	0	8	217	99	35	643	89	121	18	7	10	9	15	0	9	21
D_3__Cellvibrionales_D_4__Porticoccaceae$9843e82ea693696a512e2fd5001fb2f6	71	34	36	184	5	82	0	267	0	90	0	153	0	347	0	288
D_3__Flavobacteriales_D_4__Flavobacteriaceae$3941727df8a481ab61167b0d3b72d9e5	338	230	46	500	36	218	0	88	54	239	62	100	59	40	66	274
D_3__Puniceispirillales_D_4__SAR116_clade$b85465bf06c0d8d9d9bd0631e6b659eb	169	93	329	90	864	126	98	54	86	78	22	44	52	147	35	120
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$edcd5834e777e9ebcde794a5160c5297	155	145	50	78	0	114	0	37	0	0	0	0	1739	0	0	75
D_3__Chitinophagales_D_4__uncultured$349423f938682795095e2647cc3026f2	214	386	21	124	0	514	0	64	0	120	0	58	0	0	12	724
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$38ca0b07736d74a338d6f2622ea9a415	61	51	21	0	1868	0	95	0	45	0	6	127	0	138	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ec28b6c213df7916cc336f44bae6fcf3	0	0	53	0	8	0	30	0	22	0	642	0	496	0	91	0
D_3__SAR11_clade_D_4__Clade_II$1fd1d27298b882d74a8f59dc9b03e7df	177	99	151	183	161	243	200	238	155	73	86	172	129	154	0	179
c84486a16ca628373dcd33110efad935$Unassigned	44	26	0	89	0	157	0	63	508	295	909	156	0	82	13	44
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$e4ea35ca034ca1112a90515dec19100c	84	511	11	50	17	0	0	0	0	0	0	0	1675	0	0	31
D_3__Flavobacteriales_D_4__Cryomorphaceae$9e24e92fc94c09001c8751a2f46dbc59	0	11	188	7	0	0	0	66	0	4	0	4	0	15	0	93
D_3__Corynebacteriales_D_4__Mycobacteriaceae$c9c4123127533a2a7387fb64f9edc37e	0	0	85	7	111	408	419	763	178	100	75	141	47	26	4	0
D_3__Francisellales_D_4__Francisellaceae$1cf66acddae9a3e06ff902aceb9d5c4b	0	0	2098	118	101	10	0	0	0	0	0	0	0	0	31	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$fd0501350076fb204c2b9ab801061dec	67	30	93	33	11	36	0	0	8	0	147	10	1564	0	280	68
D_3__Flavobacteriales_D_4__Flavobacteriaceae$06f1113cb812289c0e4827358af72ff0	321	230	10	192	70	100	145	57	96	96	143	40	534	51	51	194
D_3__Candidatus_Peregrinibacteria$ef31b721a41732bab403ef4193620d99	0	0	6	0	0	0	0	0	0	20	0	0	0	13	0	17
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1165eaeedfdf9bdbb6696938ee87cfc5	47	72	20	157	0	179	0	564	0	469	0	350	0	148	115	140
D_3__HOC36$a034059c5e481f5ecc188efdd0d21e41	54	55	35	70	0	0	0	35	0	15	0	66	0	78	8	495
D_3__Synechococcales_D_4__Cyanobiaceae$cec9b7445da40afce01864729f50dc23	597	415	54	188	100	124	23	169	0	315	0	120	0	93	79	59
D_3__Flavobacteriales_D_4__Flavobacteriaceae$745d48999d674c816d4a96eb0f42467d	0	0	220	218	33	56	0	53	0	162	0	950	0	372	271	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1ca55cff0d2cd85c0a8dbc46434b767a	322	185	106	268	88	121	13	244	0	111	0	219	0	145	21	289
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a87328103bec76136cd166f5668446c7	105	94	182	238	55	273	36	81	0	260	0	281	41	149	124	131
D_3__Betaproteobacteriales_D_4__Methylophilaceae$5a212ad56c44cfeb1bea4415394a8840	194	122	236	146	144	90	75	148	0	87	59	117	104	136	41	168
D_3__Flavobacteriales_D_4__Flavobacteriaceae$df8f884962de712aee3c2585a3793eb0	27	0	0	23	0	271	0	0	0	0	0	65	0	0	1843	35
D_3__Flavobacteriales_D_4__Cryomorphaceae$32d8df9fbb59ae5332b93d02d42ce1cd	122	131	73	98	0	0	0	0	0	358	0	430	0	119	800	129
D_3__Parvibaculales_D_4__OCS116_clade$21c64468ca8dd063030a18a30cd45e6c	426	211	58	270	98	129	0	400	11	115	6	129	0	112	5	217
D_3__Pseudomonadales_D_4__Moraxellaceae$d84df7c221e26cce01111b75606b0da9	0	0	586	113	38	317	73	55	32	14	0	35	0	0	12	40
$7925272aea27ee7095a02193db04caf2	582	343	0	549	0	105	0	71	0	110	0	0	0	0	0	486
$70db9def9453e4226ae596e454584e93	7	6	7	4	0	0	0	47	0	12	0	0	0	12	0	38
D_3__Sphingomonadales_D_4__Sphingomonadaceae$0ee86231d6c34b254988241f9b6bbc8a	0	0	291	27	186	840	120	360	10	0	12	0	0	0	0	0
D_3__Oligoflexales_D_4__053A03-B-DI-P58$89e634d9337f6132258d937cf3cbb869	0	0	342	0	719	7	108	162	19	12	0	49	12	55	0	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$7f218f4dc55c27a35983be7c8e1f6c40	0	0	0	0	4	0	0	37	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$af78d36982428756ff09a383afe721e0	0	0	0	0	0	11	672	26	1059	7	266	0	126	0	0	0
D_3__SAR324_clade(Marine_group_B)$9fbcaf2b4f2d8d256ec96c9932ec7678	68	56	101	86	71	150	15	802	0	112	0	151	4	140	55	116
D_3__uncultured_marine_bacterium_D_4__uncultured_marine_bacterium$573cefca78df7f5ce40e1a4f63e73077	0	18	0	40	0	0	0	100	0	45	0	72	0	283	7	672
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2eefe5711471cbffef8faf3573fcec1b	0	0	0	0	0	21	129	0	0	0	0	34	0	0	207	0
D_3__SAR11_clade_D_4__Clade_II$d983c2a811d59ec7cb508ac33704f6a6	275	156	71	244	151	168	95	301	97	105	71	141	0	87	0	158
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7752fcb1460e90f3147d29cd58f682c9	39	24	0	27	0	47	0	0	0	0	0	11	0	15	1927	26
D_3__Rhodobacterales_D_4__Rhodobacteraceae$31f4c88a9e5ece0527f57182e0f6d364	23	28	101	43	0	15	20	17	20	0	0	22	0	32	0	10
D_3__Flavobacteriales_D_4__Flavobacteriaceae$39005a241d3e7c00ef1eb4d4d15f4a9a	0	0	0	17	0	0	0	1149	0	460	0	325	0	137	0	0
D_3__Coxiellales_D_4__Coxiellaceae$37d5e513fafab3a9519ce5beb5e9ec86	0	0	0	0	0	0	0	0	0	0	47	0	2040	0	0	0
D_3__Tenderiales_D_4__Tenderiaceae$f57170c5308b8d6f68cbbb9518a744d0	169	96	442	80	395	65	57	101	31	115	27	119	232	91	0	66
D_3__Sphingomonadales_D_4__Sphingomonadaceae$d0ea3bf9a07af3f5fae15dc1877a68d5	0	0	0	10	20	330	61	1044	0	33	12	132	12	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$765355eb62dceab1f16b7a7ed75e6cb5	0	0	0	28	32	43	4	69	9	0	9	6	0	0	0	12
D_3__Flavobacteriales_D_4__Flavobacteriaceae$c02262f47a1362e7d9f0beb28ef564c4	57	48	313	34	168	37	46	11	25	34	32	32	28	49	1112	22
$e83a908d9dbef188a656afce34f8e6ff	651	367	0	293	0	48	0	131	0	74	0	77	0	59	0	338
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ea35519e4c13a1739b5ce09c2f57f134	292	195	109	246	78	152	0	170	0	177	0	108	0	139	33	248
D_3__Oceanospirillales_D_4__Nitrincolaceae$c48cc4ce333d6cb35dd968e7bdb66d9f	86	25	28	27	47	48	303	218	492	0	332	0	110	15	19	55
D_3__Parvibaculales_D_4__PS1_clade$78e8f4f07cf00a81d3b5c7527f68b44e	33	20	1114	17	79	29	15	0	0	0	20	62	0	107	532	14
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$5b21fd7400f5e8fc7699cc807fe5487e	87	85	198	580	15	150	0	63	0	5	0	28	0	23	22	104
D_3__SAR324_clade(Marine_group_B)$af31dfdb37314334540adaadc108d18b	0	0	0	23	0	15	0	696	0	77	0	930	0	286	0	0
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$d44a31414c3d84168d5a16a5b4467d70	25	39	7	182	219	88	208	16	431	53	262	5	284	13	6	34
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$37d20d584b7964299eadfa9a0db93458	254	152	75	157	502	166	85	104	26	112	5	0	17	125	0	179
D_3__Cellvibrionales_D_4__Halieaceae$60c0f7bbaf88b72689bc1b653a636de2	9	4	117	26	13	6	51	39	37	18	14	26	0	111	10	34
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$31dc6ab40a92b3faf1f701b93c49b0ba	0	0	0	0	0	123	0	11	0	0	23	0	0	0	33	0
