"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"115","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$d4d477eb732350a8ce45e61bd5e9a635",0,623,0.00118956240142671,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"116","D_3__Flavobacteriales_D_4__Cryomorphaceae$91482efce85a075a7487aae1c7118f7b",619,0,0.00118192476161017,0.000530738016965701,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"117","D_3__Oceanospirillales_D_4__Oleiphilaceae$d8688c9375ca0420ea023db86efdb9c7",619,0,0.00118192476161017,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus",""
"118","715ea709f21307c3dbda3bd931a91fc3$Unassigned",614,0,0.00117237771183949,NA,"Unassigned","","","","","",""
"119","D_3__Flavobacteriales_D_4__Flavobacteriaceae$c1ab5fd953e6bedf3c8e661503f0af50",560,49,0.00116283066206881,0.00629303648687903,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"120","D_3__Nostocales_D_4__Xenococcaceae$7af407c0bc8cc432b268696c68ee7eb7",0,609,0.00116283066206881,NA,"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Xenococcaceae","Pleurocapsa_PCC-7319",""
"121","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$a50e9c0b5d6216a4fcf51922e623348d",75,529,0.00115328361229813,7.35803157939188e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia",""
"122","D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$be9cc0763000ad99a2e30ee4bc766e78",603,0,0.00115137420234399,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"123","D_3__NRL2$c7d976ecd4d27b1e0fa48cc86021c70a",0,603,0.00115137420234399,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","NRL2","","",""
"124","$9e242c1e0a79237ac9c417279e4b0832",0,595,0.0011360989227109,NA,"Bacteria","Cyanobacteria","Oxyphotobacteria","","","",""
"125","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$398575628f622773d6e521c4e65e48df",0,588,0.00112273305303195,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas",""
"126","D_3__Actinomarinales_D_4__Actinomarinaceae$f2a439ca0445443ee2ce5234c4bac662",582,0,0.00111127659330714,0.0050907981096897,"Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina",""
"127","D_3__Obscuribacterales$1c0962d42fcc035feb25d480086026d4",0,573,0.00109409190371991,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"128","D_3__Synechococcales_D_4__Cyanobiaceae$d702f8824185524798e6fd644b0743a4",533,38,0.00109027308381164,0.00123806879183681,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Prochlorococcus_MIT9313",""
"129","4fdeb5131b2807beee20b168640ad000$Unassigned",509,60,0.00108645426390337,0.000928391636669358,"Unassigned","","","","","",""
"130","D_3__Sphingomonadales_D_4__Sphingomonadaceae$f0610d0e6b34a40cb0bf6f32bfb2a3d5",0,566,0.00108072603404096,6.39828832990598e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",""
"131","D_3__Caulobacterales_D_4__Caulobacteraceae$cef8371d48310d164c41369fa0ebeb42",551,8,0.00106736016436201,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","",""
"132","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$ecf15b83278d46085ddfd810b8a749d2",0,558,0.00106545075440787,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"133","D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$d7114832c0bdfb7fbd2228b86fd2ccfc",421,133,0.00105781311459133,2.33537524041568e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"134","D_3__Salinisphaerales_D_4__Solimonadaceae$4e9296c31fe7e95a1be8006dcd9c2028",554,0,0.00105781311459133,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia",""
"135","D_3__Sphingomonadales_D_4__Sphingomonadaceae$9af2abe9b5a7a08e7860b1dd82441620",549,0,0.00104826606482065,0.000808103816067126,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"136","D_3__Betaproteobacteriales_D_4__Hydrogenophilaceae$c1019225ca9f45289a136f942b6e366b",0,532,0.00101580609560034,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","",""
"137","D_3__Flavobacteriales_D_4__Flavobacteriaceae$b00a758e898fb2a267e1208703d469d5",523,8,0.0010138966856462,2.1434265905185e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",""
"138","D_3__Xanthomonadales_D_4__Xanthomonadaceae$2e713707b9cdd302aaa5bbf2410ad6ed",531,0,0.0010138966856462,1.91948649897179e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",""
"139","D_3__Frankiales_D_4__Cryptosporangiaceae$f117e62ee45a60617205aba0a241a052",520,7,0.00100625904582966,NA,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola",""
"140","31589fe83aa9c5d3b45b31eb386f2f86$Unassigned",0,520,0.000992893176150706,4.15888741443889e-06,"Unassigned","","","","","",""
"141","394978f436bb1dfd6b8928832d39de43$Unassigned",0,518,0.000989074356242434,NA,"Unassigned","","","","","",""
"142","D_3__Sphingobacteriales_D_4__env.OPS_17$3c0bd8187ac3d958d2040681c5a056d3",0,518,0.000989074356242434,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"143","D_3__Pseudomonadales_D_4__Pseudomonadaceae$5329883d147a5de1fe44851f5dd18f70",517,0,0.000987164946288298,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"144","D_3__Flavobacteriales_D_4__Flavobacteriaceae$5a903ae50d46dd715c31ff600f4cf975",515,0,0.000983346126380026,7.13409148784517e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter",""
"145","D_3__Myxococcales_D_4__P3OB-42$dc8ce7fe1853bf1323760561381716a9",0,509,0.00097188966665521,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"146","D_3__Caulobacterales_D_4__Caulobacteraceae$83089a08d6926c88b0242b574e7d8b49",0,503,0.000960433206930394,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"147","D_3__Caulobacterales_D_4__Parvularculaceae$9a22ad2200f61b746d8e88fd1840d54c",0,494,0.000943248517343171,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Amphiplicatus",""
"148","D_3__Sphingomonadales_D_4__Sphingomonadaceae$ca098d75c1a2b4e73846a273d0e5f87b",0,493,0.000941339107389035,2.87922974845769e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania",""
"149","6948d4a7c74bd5a1b8ad3b1acc4127f0$Unassigned",0,486,0.000927973237710083,NA,"Unassigned","","","","","",""
"150","D_3__Flavobacteriales_D_4__Cryomorphaceae$55285e4a63e7724a4eec2450ea566f35",440,45,0.000926063827755947,5.6624851719668e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"151","D_3__Oceanospirillales_D_4__Oleiphilaceae$415790e1ce4be7a6642d7c07f1533edf",0,483,0.000922245007847675,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus",""
"152","D_3__Caulobacterales_D_4__Hyphomonadaceae$24bff771497cfa1c188194755daf19de",0,480,0.000916516777985267,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",""
"153","D_3__Flavobacteriales_D_4__Flavobacteriaceae$32b8a31be3f1aeb80b002054b4c88806",453,20,0.000903150908306315,0.000900878996850762,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"154","D_3__Pseudomonadales_D_4__Moraxellaceae$c2c6265b31a8caee46d45b253b0550c7",324,143,0.000891694448581499,1.31164910763073e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",""
"155","f53e6110b02c01b72cf49ecac17ae1b3$Unassigned",0,467,0.000891694448581499,NA,"Unassigned","","","","","",""
"156","811884d274c7c9876cc2944770dd1489$Unassigned",463,0,0.000884056808764955,NA,"Unassigned","","","","","",""
"157","D_3__Sphingomonadales_D_4__Sphingomonadaceae$a72341fe05265bbe8b6cc46a26a72c79",0,461,0.000880237988856683,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"158","D_3__Flavobacteriales_D_4__Flavobacteriaceae$5da1f2f41f9d9457c7855e2b3c16817e",460,0,0.000878328578902548,6.39828832990598e-07,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"159","D_3__Rhodobacterales_D_4__Rhodobacteraceae$1ab964cc3f147eb14d26c0ed58e238b9",453,0,0.000864962709223596,0.000656144468231859,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",""
"160","D_3__Rhizobiales_D_4__Beijerinckiaceae$f55dfa9c4ead9e355f685f31a726735f",453,0,0.000864962709223596,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12",""
"161","D_3__Bradymonadales$16fb1d78c611f432ce150aafbf69a273",430,20,0.000859234479361188,5.18261354722385e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","","",""
"162","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$b58f1a71da3d5a50f26559f67667bb1e",0,449,0.000857325069407052,9.59743249485897e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis",""
"163","D_3__Betaproteobacteriales_D_4__Gallionellaceae$1fcee2df3cb7cab67b403e8375a9a714",0,448,0.000855415659452916,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Gallionella",""
"164","D_3__Bacillales_D_4__Bacillaceae$805f3a79f20f9df658c5ebc5e01316c7",445,0,0.000849687429590508,3.83897299794359e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"165","D_3__Sphingomonadales_D_4__Sphingomonadaceae$30d6af9e6737a2f4518de4436d307f5c",0,444,0.000847778019636372,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"166","D_3__Sphingomonadales_D_4__Sphingomonadaceae$e714b54b5cb578ede6b38ff07e9c538b",0,444,0.000847778019636372,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"167","D_3__Flavobacteriales_D_4__Cryomorphaceae$25889ddae3406d74782b54033b4fd018",435,8,0.000845868609682236,4.92668201402761e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"168","$f5621204258d247f93bffb513a6bffc3",0,442,0.0008439591997281,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"169","D_3__Micavibrionales_D_4__uncultured$ea72c4415ff3b6f42084e13475e38f9b",0,437,0.00083441214995742,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","","",""
"170","19c356fae81e4a7ad784c78dd9e848e9$Unassigned",0,433,0.000826774510140876,NA,"Unassigned","","","","","",""
"171","D_3__uncultured_D_4__uncultured_bacterium$ad44e49c41ca72db52c82b295ad067e6",0,433,0.000826774510140876,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"172","D_3__Flavobacteriales_D_4__Cryomorphaceae$1912a36e49ae49d5630a78c0f8e609a8",432,0,0.00082486510018674,NA,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"173","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$56a1feacbcb6380862d19dec2dbbba93",430,0,0.000821046280278468,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"174","D_3__Campylobacterales_D_4__Arcobacteraceae$769e1c804a7807fc3c3da303b7767208",429,0,0.000819136870324332,4.03092164784077e-05,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",""
"175","D_3__Sphingomonadales_D_4__Sphingomonadaceae$d0ea3bf9a07af3f5fae15dc1877a68d5",0,422,0.000805771000645381,0.000529138444883225,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"176","D_3__Rhizobiales_D_4__Xanthobacteraceae$99f5ec9d684fb014e23e43d29faed942",0,417,0.000796223950874701,5.63049373031727e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",""
"177","D_3__Chromatiales_D_4__Sedimenticolaceae$1183b6c70080d9cca057fe60ccd207d4",0,413,0.000788586311058157,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","",""
"178","D_3__Flavobacteriales_D_4__Cryomorphaceae$1aa248ca71450fa99f3337ab3771b2c0",404,8,0.000786676901104021,1.21567478268214e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"179","923dd7e97129e44102c6f8b4b2718595$Unassigned",355,56,0.000784767491149885,0.000111010302523869,"Unassigned","","","","","",""
"180","D_3__Cytophagales_D_4__Microscillaceae$275802f158a58a8426e708cdde00bade",0,411,0.000784767491149885,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"181","D_3__Sphingobacteriales_D_4__env.OPS_17$13b93302aaa63db1e397b5c7690eefaa",0,407,0.000777129851333341,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"182","523d6628edd3c467cd7a5dcba7ab24b9$Unassigned",0,407,0.000777129851333341,NA,"Unassigned","","","","","",""
"183","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$91a4260dbd32bc90766237d7a1b8c0d9",405,0,0.000773311031425069,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium",""
"184","D_3__Chitinophagales_D_4__Saprospiraceae$b5f57d2d88e4d3e774a173f2697b24a1",0,400,0.000763763981654389,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","",""
"185","646acc9fb112596cd95b15e2654b83a7$Unassigned",364,32,0.000756126341837845,1.37563199092979e-05,"Unassigned","","","","","",""
"186","D_3__Betaproteobacteriales_D_4__Hydrogenophilaceae$7cf239f93b494f2794d7909f90642d2d",0,395,0.000754216931883709,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","",""
"187","833545db8ab0f2fb3abd01067c0d97cb$Unassigned",0,393,0.000750398111975437,NA,"Unassigned","","","","","",""
"188","D_3__Flavobacteriales_D_4__Cryomorphaceae$d434da1da2e66ada95c777424e7058d7",337,55,0.000748488702021301,2.39935812371474e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"189","D_3__Chitinophagales_D_4__Chitinophagaceae$7174a163f412d03b5ce9281db9291921",0,391,0.000746579292067165,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"190","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$897f1ce8a34c230093a702d7d3cc6d95",391,0,0.000746579292067165,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"191","D_3__Oceanospirillales_D_4__Oleiphilaceae$dad94e4f33053bf0abcd4cdb958b0789",253,134,0.000738941652250621,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus",""
"192","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$de65012a4a1802a3335ff026913bc012",0,386,0.000737032242296485,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",""
"193","D_3__Oceanospirillales_D_4__Nitrincolaceae$885e5f9ae373e946160d92466ca24188",348,37,0.00073512283234235,0.00291218093335671,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","",""
"194","D_3__Flavobacteriales_D_4__Cryomorphaceae$9e24e92fc94c09001c8751a2f46dbc59",359,26,0.00073512283234235,0.000124126793600176,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"195","cdb6265b08456ffa2e104c7dea240d98$Unassigned",385,0,0.00073512283234235,2.43134956536427e-05,"Unassigned","","","","","",""
"196","c253f27715f027d1837911d6e511770c$Unassigned",381,0,0.000727485192525806,1.15169189938308e-05,"Unassigned","","","","","",""
"197","D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$9a13b3290ea6b21ab0d9845e95077dc3",0,380,0.00072557578257167,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea",""
"198","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$b6001a40f8233397ad4798bc49d57c14",379,0,0.000723666372617534,4.35083606433607e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",""
"199","46a8f143d4b9fbba3ab7af296e9a8f92$Unassigned",0,379,0.000723666372617534,NA,"Unassigned","","","","","",""
"200","D_3__Flavobacteriales_D_4__Flavobacteriaceae$8e1597ea20621508f559508632b4e7c9",378,0,0.000721756962663398,8.82963789527026e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",""
"201","D_3__Verrucomicrobiales_D_4__Rubritaleaceae$e991b2d81b5dc27ff1d13867129a6454",282,94,0.000717938142755126,0.00191340812505838,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",""
"202","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$fe054b780d9176517acce8eccdafcb53",375,0,0.00071602873280099,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter",""
"203","D_3__Flavobacteriales_D_4__Schleiferiaceae$951df0a9402e7abd75cd517506d6a59d",374,0,0.000714119322846854,9.21353519506462e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia",""
"204","D_3__Flavobacteriales_D_4__NS7_marine_group$12e4d9667dcef18dde6ac3d4757a355d",372,0,0.000710300502938582,1.2796576659812e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS7_marine_group","",""
"205","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$1f7108f469b294d2dc405e175728f8cc",0,372,0.000710300502938582,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",""
"206","D_3__Rhodobacterales_D_4__Rhodobacteraceae$0cd26e6c9f17da88a33528f7f26681b7",370,0,0.00070648168303031,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"207","D_3__Flavobacteriales_D_4__Cryomorphaceae$3627f9c0ad5d9121ddcac3b6e59c19a7",359,10,0.000704572273076174,0.0245787047049173,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","",""
"208","D_3__Babeliales_D_4__Babeliaceae$f717efc23ace0522450c248ebbf3d6da",368,0,0.000702662863122038,NA,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","",""
"209","D_3__Chitinophagales_D_4__Saprospiraceae$fa88ceb476b2a6e606d1d2a3b5f74286",368,0,0.000702662863122038,2.23940091546709e-06,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","",""
"210","D_3__Oceanospirillales_D_4__Halomonadaceae$e97f60ff31f011f7db729c86af60a1c5",368,0,0.000702662863122038,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",""
"211","D_3__Sphingomonadales_D_4__Sphingomonadaceae$0ee86231d6c34b254988241f9b6bbc8a",0,362,0.000691206403397222,0.000590562012850322,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"212","43d43f42ff4d120c485d849b1c188ec2$Unassigned",358,0,0.000683568763580678,1.24766622433167e-05,"Unassigned","","","","","",""
"213","D_3__Reyranellales_D_4__Reyranellaceae$7dfb7bebd235f5698100d13b831cd6a9",0,358,0.000683568763580678,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",""
"214","D_3__Rickettsiales_D_4__SM2D12$284bfb06393b54e073eec82e758ad638",0,351,0.000670202893901726,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"215","5578e536dadc10507e1d2968c896366e$Unassigned",0,348,0.000664474664039319,NA,"Unassigned","","","","","",""
